107|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|500|0|
108|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|500|0|
109|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
110|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|500|0|
111|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
112|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
113|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|500|0|
114|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
115|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
116|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
117|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|500|0|
118|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|0|0|
119|1|0|11|ФП|43|300|250|0|0|0|0|0|0|0|0|0|0|0|500|0|
